数据处理地,组织机构代码,单位详细名称,商品库存额;千元,商品销售总额;本月;总计;千元,商品销售总额;1-本月;总计;千元,商品销售总额;上年同期;本月;总计;千元,商品销售总额;上年同期;1-本月;总计;千元,商品销售总额;零售额;本月;总计;千元,商品销售总额;零售额;1-本月;总计;千元,商品销售总额;零售额;上年同期;本月;总计;千元,商品销售总额;零售额;上年同期;1-本月;总计;千元,商品销售总额;本月;总计;通过互联网实现的商品销售;千元,商品销售总额;1-本月;总计;通过互联网实现的商品销售;千元,商品销售总额;上年同期;本月;总计;通过互联网实现的商品销售;千元,商品销售总额;上年同期;1-本月;总计;通过互联网实现的商品销售;千元,商品销售总额;零售额;本月;总计;通过互联网实现的商品销售;千元,商品销售总额;零售额;1-本月;总计;通过互联网实现的商品销售;千元,商品销售总额;零售额;上年同期;本月;总计;通过互联网实现的商品销售;千元,商品销售总额;零售额;上年同期;1-本月;总计;通过互联网实现的商品销售;千元,商品销售总额;本月;粮油、食品类;千元,商品销售总额;1-本月;粮油、食品类;千元,商品销售总额;上年同期;本月;粮油、食品类;千元,商品销售总额;上年同期;1-本月;粮油、食品类;千元,商品销售总额;零售额;本月;粮油、食品类;千元,商品销售总额;零售额;1-本月;粮油、食品类;千元,商品销售总额;零售额;上年同期;本月;粮油、食品类;千元,商品销售总额;零售额;上年同期;1-本月;粮油、食品类;千元,商品销售总额;本月;其中：粮油类;千元,商品销售总额;1-本月;其中：粮油类;千元,商品销售总额;上年同期;本月;其中：粮油类;千元,商品销售总额;上年同期;1-本月;其中：粮油类;千元,商品销售总额;零售额;本月;其中：粮油类;千元,商品销售总额;零售额;1-本月;其中：粮油类;千元,商品销售总额;零售额;上年同期;本月;其中：粮油类;千元,商品销售总额;零售额;上年同期;1-本月;其中：粮油类;千元,商品销售总额;本月;　　　肉禽蛋类;千元,商品销售总额;1-本月;　　　肉禽蛋类;千元,商品销售总额;上年同期;本月;　　　肉禽蛋类;千元,商品销售总额;上年同期;1-本月;　　　肉禽蛋类;千元,商品销售总额;零售额;本月;　　　肉禽蛋类;千元,商品销售总额;零售额;1-本月;　　　肉禽蛋类;千元,商品销售总额;零售额;上年同期;本月;　　　肉禽蛋类;千元,商品销售总额;零售额;上年同期;1-本月;　　　肉禽蛋类;千元,商品销售总额;本月;　　　水产品类;千元,商品销售总额;1-本月;　　　水产品类;千元,商品销售总额;上年同期;本月;　　　水产品类;千元,商品销售总额;上年同期;1-本月;　　　水产品类;千元,商品销售总额;零售额;本月;　　　水产品类;千元,商品销售总额;零售额;1-本月;　　　水产品类;千元,商品销售总额;零售额;上年同期;本月;　　　水产品类;千元,商品销售总额;零售额;上年同期;1-本月;　　　水产品类;千元,商品销售总额;本月;　　　蔬菜类;千元,商品销售总额;1-本月;　　　蔬菜类;千元,商品销售总额;上年同期;本月;　　　蔬菜类;千元,商品销售总额;上年同期;1-本月;　　　蔬菜类;千元,商品销售总额;零售额;本月;　　　蔬菜类;千元,商品销售总额;零售额;1-本月;　　　蔬菜类;千元,商品销售总额;零售额;上年同期;本月;　　　蔬菜类;千元,商品销售总额;零售额;上年同期;1-本月;　　　蔬菜类;千元,商品销售总额;本月;　　　干鲜果品类;千元,商品销售总额;1-本月;　　　干鲜果品类;千元,商品销售总额;上年同期;本月;　　　干鲜果品类;千元,商品销售总额;上年同期;1-本月;　　　干鲜果品类;千元,商品销售总额;零售额;本月;　　　干鲜果品类;千元,商品销售总额;零售额;1-本月;　　　干鲜果品类;千元,商品销售总额;零售额;上年同期;本月;　　　干鲜果品类;千元,商品销售总额;零售额;上年同期;1-本月;　　　干鲜果品类;千元,商品销售总额;本月;饮料类;千元,商品销售总额;1-本月;饮料类;千元,商品销售总额;上年同期;本月;饮料类;千元,商品销售总额;上年同期;1-本月;饮料类;千元,商品销售总额;零售额;本月;饮料类;千元,商品销售总额;零售额;1-本月;饮料类;千元,商品销售总额;零售额;上年同期;本月;饮料类;千元,商品销售总额;零售额;上年同期;1-本月;饮料类;千元,商品销售总额;本月;烟酒类;千元,商品销售总额;1-本月;烟酒类;千元,商品销售总额;上年同期;本月;烟酒类;千元,商品销售总额;上年同期;1-本月;烟酒类;千元,商品销售总额;零售额;本月;烟酒类;千元,商品销售总额;零售额;1-本月;烟酒类;千元,商品销售总额;零售额;上年同期;本月;烟酒类;千元,商品销售总额;零售额;上年同期;1-本月;烟酒类;千元,商品销售总额;本月;服装、鞋帽、针纺织品类;千元,商品销售总额;1-本月;服装、鞋帽、针纺织品类;千元,商品销售总额;上年同期;本月;服装、鞋帽、针纺织品类;千元,商品销售总额;上年同期;1-本月;服装、鞋帽、针纺织品类;千元,商品销售总额;零售额;本月;服装、鞋帽、针纺织品类;千元,商品销售总额;零售额;1-本月;服装、鞋帽、针纺织品类;千元,商品销售总额;零售额;上年同期;本月;服装、鞋帽、针纺织品类;千元,商品销售总额;零售额;上年同期;1-本月;服装、鞋帽、针纺织品类;千元,商品销售总额;本月;服装类;千元,商品销售总额;1-本月;服装类;千元,商品销售总额;上年同期;本月;服装类;千元,商品销售总额;上年同期;1-本月;服装类;千元,商品销售总额;零售额;本月;服装类;千元,商品销售总额;零售额;1-本月;服装类;千元,商品销售总额;零售额;上年同期;本月;服装类;千元,商品销售总额;零售额;上年同期;1-本月;服装类;千元,商品销售总额;本月;鞋帽类;千元,商品销售总额;1-本月;鞋帽类;千元,商品销售总额;上年同期;本月;鞋帽类;千元,商品销售总额;上年同期;1-本月;鞋帽类;千元,商品销售总额;零售额;本月;鞋帽类;千元,商品销售总额;零售额;1-本月;鞋帽类;千元,商品销售总额;零售额;上年同期;本月;鞋帽类;千元,商品销售总额;零售额;上年同期;1-本月;鞋帽类;千元,商品销售总额;本月;针纺织品类;千元,商品销售总额;1-本月;针纺织品类;千元,商品销售总额;上年同期;本月;针纺织品类;千元,商品销售总额;上年同期;1-本月;针纺织品类;千元,商品销售总额;零售额;本月;针纺织品类;千元,商品销售总额;零售额;1-本月;针纺织品类;千元,商品销售总额;零售额;上年同期;本月;针纺织品类;千元,商品销售总额;零售额;上年同期;1-本月;针纺织品类;千元,商品销售总额;本月;化妆品类;千元,商品销售总额;1-本月;化妆品类;千元,商品销售总额;上年同期;本月;化妆品类;千元,商品销售总额;上年同期;1-本月;化妆品类;千元,商品销售总额;零售额;本月;化妆品类;千元,商品销售总额;零售额;1-本月;化妆品类;千元,商品销售总额;零售额;上年同期;本月;化妆品类;千元,商品销售总额;零售额;上年同期;1-本月;化妆品类;千元,商品销售总额;本月;金银珠宝类;千元,商品销售总额;1-本月;金银珠宝类;千元,商品销售总额;上年同期;本月;金银珠宝类;千元,商品销售总额;上年同期;1-本月;金银珠宝类;千元,商品销售总额;零售额;本月;金银珠宝类;千元,商品销售总额;零售额;1-本月;金银珠宝类;千元,商品销售总额;零售额;上年同期;本月;金银珠宝类;千元,商品销售总额;零售额;上年同期;1-本月;金银珠宝类;千元,商品销售总额;本月;日用品类;千元,商品销售总额;1-本月;日用品类;千元,商品销售总额;上年同期;本月;日用品类;千元,商品销售总额;上年同期;1-本月;日用品类;千元,商品销售总额;零售额;本月;日用品类;千元,商品销售总额;零售额;1-本月;日用品类;千元,商品销售总额;零售额;上年同期;本月;日用品类;千元,商品销售总额;零售额;上年同期;1-本月;日用品类;千元,商品销售总额;本月;其中：儿童玩具类;千元,商品销售总额;1-本月;其中：儿童玩具类;千元,商品销售总额;上年同期;本月;其中：儿童玩具类;千元,商品销售总额;上年同期;1-本月;其中：儿童玩具类;千元,商品销售总额;零售额;本月;其中：儿童玩具类;千元,商品销售总额;零售额;1-本月;其中：儿童玩具类;千元,商品销售总额;零售额;上年同期;本月;其中：儿童玩具类;千元,商品销售总额;零售额;上年同期;1-本月;其中：儿童玩具类;千元,商品销售总额;本月;五金、电料类;千元,商品销售总额;1-本月;五金、电料类;千元,商品销售总额;上年同期;本月;五金、电料类;千元,商品销售总额;上年同期;1-本月;五金、电料类;千元,商品销售总额;零售额;本月;五金、电料类;千元,商品销售总额;零售额;1-本月;五金、电料类;千元,商品销售总额;零售额;上年同期;本月;五金、电料类;千元,商品销售总额;零售额;上年同期;1-本月;五金、电料类;千元,商品销售总额;本月;体育、娱乐用品类;千元,商品销售总额;1-本月;体育、娱乐用品类;千元,商品销售总额;上年同期;本月;体育、娱乐用品类;千元,商品销售总额;上年同期;1-本月;体育、娱乐用品类;千元,商品销售总额;零售额;本月;体育、娱乐用品类;千元,商品销售总额;零售额;1-本月;体育、娱乐用品类;千元,商品销售总额;零售额;上年同期;本月;体育、娱乐用品类;千元,商品销售总额;零售额;上年同期;1-本月;体育、娱乐用品类;千元,商品销售总额;本月;其中：照相机类;千元,商品销售总额;1-本月;其中：照相机类;千元,商品销售总额;上年同期;本月;其中：照相机类;千元,商品销售总额;上年同期;1-本月;其中：照相机类;千元,商品销售总额;零售额;本月;其中：照相机类;千元,商品销售总额;零售额;1-本月;其中：照相机类;千元,商品销售总额;零售额;上年同期;本月;其中：照相机类;千元,商品销售总额;零售额;上年同期;1-本月;其中：照相机类;千元,商品销售总额;本月;书报杂志类;千元,商品销售总额;1-本月;书报杂志类;千元,商品销售总额;上年同期;本月;书报杂志类;千元,商品销售总额;上年同期;1-本月;书报杂志类;千元,商品销售总额;零售额;本月;书报杂志类;千元,商品销售总额;零售额;1-本月;书报杂志类;千元,商品销售总额;零售额;上年同期;本月;书报杂志类;千元,商品销售总额;零售额;上年同期;1-本月;书报杂志类;千元,商品销售总额;本月;电子出版物及音像制品类;千元,商品销售总额;1-本月;电子出版物及音像制品类;千元,商品销售总额;上年同期;本月;电子出版物及音像制品类;千元,商品销售总额;上年同期;1-本月;电子出版物及音像制品类;千元,商品销售总额;零售额;本月;电子出版物及音像制品类;千元,商品销售总额;零售额;1-本月;电子出版物及音像制品类;千元,商品销售总额;零售额;上年同期;本月;电子出版物及音像制品类;千元,商品销售总额;零售额;上年同期;1-本月;电子出版物及音像制品类;千元,商品销售总额;本月;家用电器和音像器材类;千元,商品销售总额;1-本月;家用电器和音像器材类;千元,商品销售总额;上年同期;本月;家用电器和音像器材类;千元,商品销售总额;上年同期;1-本月;家用电器和音像器材类;千元,商品销售总额;零售额;本月;家用电器和音像器材类;千元,商品销售总额;零售额;1-本月;家用电器和音像器材类;千元,商品销售总额;零售额;上年同期;本月;家用电器和音像器材类;千元,商品销售总额;零售额;上年同期;1-本月;家用电器和音像器材类;千元,商品销售总额;本月;中西药品类;千元,商品销售总额;1-本月;中西药品类;千元,商品销售总额;上年同期;本月;中西药品类;千元,商品销售总额;上年同期;1-本月;中西药品类;千元,商品销售总额;零售额;本月;中西药品类;千元,商品销售总额;零售额;1-本月;中西药品类;千元,商品销售总额;零售额;上年同期;本月;中西药品类;千元,商品销售总额;零售额;上年同期;1-本月;中西药品类;千元,商品销售总额;本月;其中：西药类;千元,商品销售总额;1-本月;其中：西药类;千元,商品销售总额;上年同期;本月;其中：西药类;千元,商品销售总额;上年同期;1-本月;其中：西药类;千元,商品销售总额;零售额;本月;其中：西药类;千元,商品销售总额;零售额;1-本月;其中：西药类;千元,商品销售总额;零售额;上年同期;本月;其中：西药类;千元,商品销售总额;零售额;上年同期;1-本月;其中：西药类;千元,商品销售总额;本月;　　　中草药及中成药类;千元,商品销售总额;1-本月;　　　中草药及中成药类;千元,商品销售总额;上年同期;本月;　　　中草药及中成药类;千元,商品销售总额;上年同期;1-本月;　　　中草药及中成药类;千元,商品销售总额;零售额;本月;　　　中草药及中成药类;千元,商品销售总额;零售额;1-本月;　　　中草药及中成药类;千元,商品销售总额;零售额;上年同期;本月;　　　中草药及中成药类;千元,商品销售总额;零售额;上年同期;1-本月;　　　中草药及中成药类;千元,商品销售总额;本月;文化办公用品类;千元,商品销售总额;1-本月;文化办公用品类;千元,商品销售总额;上年同期;本月;文化办公用品类;千元,商品销售总额;上年同期;1-本月;文化办公用品类;千元,商品销售总额;零售额;本月;文化办公用品类;千元,商品销售总额;零售额;1-本月;文化办公用品类;千元,商品销售总额;零售额;上年同期;本月;文化办公用品类;千元,商品销售总额;零售额;上年同期;1-本月;文化办公用品类;千元,商品销售总额;本月;其中：计算机及其配套产品;千元,商品销售总额;1-本月;其中：计算机及其配套产品;千元,商品销售总额;上年同期;本月;其中：计算机及其配套产品;千元,商品销售总额;上年同期;1-本月;其中：计算机及其配套产品;千元,商品销售总额;零售额;本月;其中：计算机及其配套产品;千元,商品销售总额;零售额;1-本月;其中：计算机及其配套产品;千元,商品销售总额;零售额;上年同期;本月;其中：计算机及其配套产品;千元,商品销售总额;零售额;上年同期;1-本月;其中：计算机及其配套产品;千元,商品销售总额;本月;家具类;千元,商品销售总额;1-本月;家具类;千元,商品销售总额;上年同期;本月;家具类;千元,商品销售总额;上年同期;1-本月;家具类;千元,商品销售总额;零售额;本月;家具类;千元,商品销售总额;零售额;1-本月;家具类;千元,商品销售总额;零售额;上年同期;本月;家具类;千元,商品销售总额;零售额;上年同期;1-本月;家具类;千元,商品销售总额;本月;通讯器材类;千元,商品销售总额;1-本月;通讯器材类;千元,商品销售总额;上年同期;本月;通讯器材类;千元,商品销售总额;上年同期;1-本月;通讯器材类;千元,商品销售总额;零售额;本月;通讯器材类;千元,商品销售总额;零售额;1-本月;通讯器材类;千元,商品销售总额;零售额;上年同期;本月;通讯器材类;千元,商品销售总额;零售额;上年同期;1-本月;通讯器材类;千元,商品销售总额;本月;煤炭及制品类;千元,商品销售总额;1-本月;煤炭及制品类;千元,商品销售总额;上年同期;本月;煤炭及制品类;千元,商品销售总额;上年同期;1-本月;煤炭及制品类;千元,商品销售总额;零售额;本月;煤炭及制品类;千元,商品销售总额;零售额;1-本月;煤炭及制品类;千元,商品销售总额;零售额;上年同期;本月;煤炭及制品类;千元,商品销售总额;零售额;上年同期;1-本月;煤炭及制品类;千元,商品销售总额;本月;木材及制品类;千元,商品销售总额;1-本月;木材及制品类;千元,商品销售总额;上年同期;本月;木材及制品类;千元,商品销售总额;上年同期;1-本月;木材及制品类;千元,商品销售总额;零售额;本月;木材及制品类;千元,商品销售总额;零售额;1-本月;木材及制品类;千元,商品销售总额;零售额;上年同期;本月;木材及制品类;千元,商品销售总额;零售额;上年同期;1-本月;木材及制品类;千元,商品销售总额;本月;石油及制品类;千元,商品销售总额;1-本月;石油及制品类;千元,商品销售总额;上年同期;本月;石油及制品类;千元,商品销售总额;上年同期;1-本月;石油及制品类;千元,商品销售总额;零售额;本月;石油及制品类;千元,商品销售总额;零售额;1-本月;石油及制品类;千元,商品销售总额;零售额;上年同期;本月;石油及制品类;千元,商品销售总额;零售额;上年同期;1-本月;石油及制品类;千元,商品销售总额;本月;化工材料及制品类;千元,商品销售总额;1-本月;化工材料及制品类;千元,商品销售总额;上年同期;本月;化工材料及制品类;千元,商品销售总额;上年同期;1-本月;化工材料及制品类;千元,商品销售总额;零售额;本月;化工材料及制品类;千元,商品销售总额;零售额;1-本月;化工材料及制品类;千元,商品销售总额;零售额;上年同期;本月;化工材料及制品类;千元,商品销售总额;零售额;上年同期;1-本月;化工材料及制品类;千元,商品销售总额;本月;其中：化肥类;千元,商品销售总额;1-本月;其中：化肥类;千元,商品销售总额;上年同期;本月;其中：化肥类;千元,商品销售总额;上年同期;1-本月;其中：化肥类;千元,商品销售总额;零售额;本月;其中：化肥类;千元,商品销售总额;零售额;1-本月;其中：化肥类;千元,商品销售总额;零售额;上年同期;本月;其中：化肥类;千元,商品销售总额;零售额;上年同期;1-本月;其中：化肥类;千元,商品销售总额;本月;金属材料类;千元,商品销售总额;1-本月;金属材料类;千元,商品销售总额;上年同期;本月;金属材料类;千元,商品销售总额;上年同期;1-本月;金属材料类;千元,商品销售总额;零售额;本月;金属材料类;千元,商品销售总额;零售额;1-本月;金属材料类;千元,商品销售总额;零售额;上年同期;本月;金属材料类;千元,商品销售总额;零售额;上年同期;1-本月;金属材料类;千元,商品销售总额;本月;建筑及装潢材料类;千元,商品销售总额;1-本月;建筑及装潢材料类;千元,商品销售总额;上年同期;本月;建筑及装潢材料类;千元,商品销售总额;上年同期;1-本月;建筑及装潢材料类;千元,商品销售总额;零售额;本月;建筑及装潢材料类;千元,商品销售总额;零售额;1-本月;建筑及装潢材料类;千元,商品销售总额;零售额;上年同期;本月;建筑及装潢材料类;千元,商品销售总额;零售额;上年同期;1-本月;建筑及装潢材料类;千元,商品销售总额;本月;机电产品及设备类;千元,商品销售总额;1-本月;机电产品及设备类;千元,商品销售总额;上年同期;本月;机电产品及设备类;千元,商品销售总额;上年同期;1-本月;机电产品及设备类;千元,商品销售总额;零售额;本月;机电产品及设备类;千元,商品销售总额;零售额;1-本月;机电产品及设备类;千元,商品销售总额;零售额;上年同期;本月;机电产品及设备类;千元,商品销售总额;零售额;上年同期;1-本月;机电产品及设备类;千元,商品销售总额;本月;其中：农机类;千元,商品销售总额;1-本月;其中：农机类;千元,商品销售总额;上年同期;本月;其中：农机类;千元,商品销售总额;上年同期;1-本月;其中：农机类;千元,商品销售总额;零售额;本月;其中：农机类;千元,商品销售总额;零售额;1-本月;其中：农机类;千元,商品销售总额;零售额;上年同期;本月;其中：农机类;千元,商品销售总额;零售额;上年同期;1-本月;其中：农机类;千元,商品销售总额;本月;汽车类;千元,商品销售总额;1-本月;汽车类;千元,商品销售总额;上年同期;本月;汽车类;千元,商品销售总额;上年同期;1-本月;汽车类;千元,商品销售总额;零售额;本月;汽车类;千元,商品销售总额;零售额;1-本月;汽车类;千元,商品销售总额;零售额;上年同期;本月;汽车类;千元,商品销售总额;零售额;上年同期;1-本月;汽车类;千元,商品销售总额;本月;种子饲料类;千元,商品销售总额;1-本月;种子饲料类;千元,商品销售总额;上年同期;本月;种子饲料类;千元,商品销售总额;上年同期;1-本月;种子饲料类;千元,商品销售总额;零售额;本月;种子饲料类;千元,商品销售总额;零售额;1-本月;种子饲料类;千元,商品销售总额;零售额;上年同期;本月;种子饲料类;千元,商品销售总额;零售额;上年同期;1-本月;种子饲料类;千元,商品销售总额;本月;棉麻类;千元,商品销售总额;1-本月;棉麻类;千元,商品销售总额;上年同期;本月;棉麻类;千元,商品销售总额;上年同期;1-本月;棉麻类;千元,商品销售总额;零售额;本月;棉麻类;千元,商品销售总额;零售额;1-本月;棉麻类;千元,商品销售总额;零售额;上年同期;本月;棉麻类;千元,商品销售总额;零售额;上年同期;1-本月;棉麻类;千元,商品销售总额;本月;其他类;千元,商品销售总额;1-本月;其他类;千元,商品销售总额;上年同期;本月;其他类;千元,商品销售总额;上年同期;1-本月;其他类;千元,商品销售总额;零售额;本月;其他类;千元,商品销售总额;零售额;1-本月;其他类;千元,商品销售总额;零售额;上年同期;本月;其他类;千元,商品销售总额;零售额;上年同期;1-本月;其他类;千元
429021100001,087243493,神农架惠诚购物广场有限公司,510,914,10805,719,8519,914,10805,719,8519,,0,0,0,,0,0,0,551,5848,307,5186,551,5848,307,5186,80,1001,38,415,80,1001,38,415,82,652,56,510,82,652,56,510,9,142,2,38,9,142,2,38,233,1741,77,1434,233,1741,77,1434,142,1122,103,1202,142,1122,103,1202,67,865,58,582,67,865,58,582,51,661,54,598,51,661,54,598,59,519,45,196,59,519,45,196,29,162,6,37,29,162,6,37,13,161,14,49,13,161,14,49,17,196,25,110,17,196,25,110,31,376,21,220,31,376,21,220,,0,0,0,,0,0,0,138,2341,209,1650,138,2341,209,1650,41,429,31,175,41,429,31,175,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,17,195,25,87,17,195,25,87
429021100001,707087103,神农架林区粮食收储有限责任公司,5729,199,4505,1363,3893,199,4505,1363,3893,,0,0,0,,0,0,0,199,4505,1363,3893,199,4505,1363,3893,199,4505,1363,3893,199,4505,1363,3893,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
429021100001,737125422,湖北卫康药业有限公司,2033,1807,14404,1365,10046,856,8750,706,6779,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1807,14404,1365,10046,856,8750,706,6779,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
429021100002,068441400,神农架乐康商贸有限公司,500,1892,11286,706,22032,978,10372,681,21097,,0,0,0,,0,0,0,1050,5897,280,5278,461,5308,280,5278,325,1847,150,2905,132,1525,150,2905,173,899,20,570,56,714,20,570,132,262,10,260,4,133,10,260,156,327,70,670,5,173,70,670,264,2562,30,593,264,2291,30,593,105,1492,50,1658,78,1465,50,1658,132,717,100,4222,90,675,100,4222,56,491,6,1027,39,474,6,1027,2,6,1,531,1,5,1,531,2,9,2,317,1,8,2,317,52,476,3,179,37,461,3,179,203,533,20,368,182,512,20,368,,0,0,0,,0,0,0,85,1150,100,1140,47,1112,100,1140,1,54,50,364,1,54,50,364,,0,40,1180,,0,40,1180,,0,20,350,,0,20,350,,0,0,0,,0,0,0,25,30,10,562,1,6,10,562,,0,5,245,,0,5,245,66,259,20,360,17,210,20,360,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,65,141,10,334,6,82,10,334,,0,0,0,,0,0,0,,0,5,127,,0,5,127,,0,5,49,,0,5,49,,0,0,0,,0,0,0,,0,5,435,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,360,,0,0,0,,0,0,0,,0,0,0,,0,10,140,,0,0,0,,0,5,105,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,105,576,10,4197,57,528,10,4197
429021100002,183710047,湖北省烟草公司神农架林区公司,6697,7681,99572,7681,96584,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,7681,99572,7681,96584,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
429021100002,183710071,中国石油化工股份有限公司湖北神农架石油分公司,1993,13236,105151,13696,113098,5956,47315,5263,49994,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,13236,105151,13696,113098,5956,47315,5263,49994,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
